,lab_id,drugA,drugB,ICxx,ICxxA,ICxxB,min_CI,Ca_min,Cb_min,Ca_range_lower,Ca_range_upper,Cb_range_lower,Cb_range_upper,equality_A,equality_B
0,10004,HESPERIDIN,TRAMETINIB,0.8,0.0,-3.094857727954052,1.6546855251798234,[0.64153999],[0.00081436],,,,,greater_than,equal_to
1,10004,AZD4547,TRAMETINIB,0.8,0.0,-3.0612486687570266,2.746795937103719,[0.05584114],[0.00233699],,,,,greater_than,equal_to
2,10004,NVP-ADW742,TRAMETINIB,0.8,0.0,-3.0612486687570266,2.4131702510882653,[0.00486054],[0.00209153],,,,,greater_than,equal_to
3,10004,GSK-690693,TRAMETINIB,0.8,0.0,-3.0612486687570266,1.493999398833181,[0.60691337],[0.0007704],,,,,greater_than,equal_to
4,10004,CRIZOTINIB,TRAMETINIB,0.8,0.0,-3.064849639385279,1.9491401673187654,[0.00411523],[0.00167523],,,,,greater_than,equal_to
5,10004,GEFITINIB,TRAMETINIB,0.8,-1.3004155022115225,-3.0612486687570266,0.8543372802349762,[0.03389073],[0.00015414],0.019458557957950134,0.03582432498414251,0.00012345679012345698,0.0004942433194504351,equal_to,equal_to
6,10004,FULVESTRANT,TRAMETINIB,0.8,0.0,-3.0612486687570266,1.7469238627603183,[0.02056874],[0.00149928],,,,,greater_than,equal_to
7,10004,MLN120B,TRAMETINIB,0.8,0.0,-3.0612486687570266,1.5498875378443853,[0.00486054],[0.0013418],,,,,greater_than,equal_to
8,10004,IXABEPOLONE,TRAMETINIB,0.8,0.0,-3.0720515806417845,,,,,,,,greater_than,equal_to
9,10004,I-BET762,TRAMETINIB,0.8,0.0,-3.0612486687570266,1.6443486763818205,[0.01117224],[0.00141835],,,,,greater_than,equal_to
10,10004,NILOTINIB,TRAMETINIB,0.8,0.0,-3.0612486687570266,1.5261627695725044,[0.14341806],[0.00120086],,,,,equal_to,equal_to
11,10004,GLESATINIB,TRAMETINIB,0.8,0.0,-3.0624489922997773,0.2321968098418391,[0.00999876],[0.00019244],0.004860543403178332,0.5138491035458981,0.00012345679012345698,0.0002034174841634107,greater_than,equal_to
12,10004,BGB324,TRAMETINIB,0.8,0.0,-3.0612486687570266,0.21397492127984333,[0.00435002],[0.00018205],0.0043500150495716025,0.574155684982074,0.00018205147944532494,0.0002402588411102082,greater_than,equal_to
13,10004,AXITINIB,TRAMETINIB,0.8,0.0,-3.0612486687570266,0.26583167202576236,[0.00411523],[0.00022729],0.00411522633744856,0.6415399935942269,0.0002150231955420096,0.00026845620346267523,greater_than,equal_to
14,10004,SGX-523,TRAMETINIB,0.8,0.0,-3.0612486687570266,0.2855968661393091,[0.00894854],[0.00024026],0.008948540115422496,0.8009619176928615,0.00017222539104977516,0.0002402588411102082,equal_to,equal_to
15,10004,GILTERITINIB,TRAMETINIB,0.8,0.0,-3.0612486687570266,0.322312116125045,[0.01319567],[0.00026846],0.00411522633744856,0.8009619176928615,0.00017222539104977516,0.00028377261162687887,greater_than,equal_to
16,10004,GDC-0032,TRAMETINIB,0.8,-1.8950275079933783,-3.0612486687570266,,,,,,,,equal_to,equal_to
17,10292,HESPERIDIN,TRAMETINIB,0.8,0.0,-3.6326026751064555,3.0429872533347675,[0.80096192],[0.00052244],,,,,greater_than,equal_to
18,10292,AZD4547,TRAMETINIB,0.8,0.0,-3.6326026751064555,2.7259829579863797,[0.07789982],[0.00061706],,,,,greater_than,equal_to
19,10292,NVP-ADW742,TRAMETINIB,0.8,0.0,-3.6326026751064555,2.9683277022517607,[0.00945909],[0.00068948],,,,,greater_than,equal_to
20,10292,GSK-690693,TRAMETINIB,0.8,-0.4204279109902207,-3.6326026751064555,1.3508959233919597,[0.31186189],[0.00012346],,,,,equal_to,equal_to
21,10292,CRIZOTINIB,TRAMETINIB,0.8,0.0,-3.6326026751064555,2.96298384153498,[0.00411523],[0.00068948],,,,,greater_than,equal_to
22,10292,GEFITINIB,TRAMETINIB,0.8,-0.5015547496602972,-3.633802998649206,1.298245912880025,[0.20007187],[0.00015414],,,,,equal_to,equal_to
23,10292,FULVESTRANT,TRAMETINIB,0.8,0.0,-3.637403969277459,2.4833397575361627,[0.94602577],[0.00035429],,,,,equal_to,equal_to
24,10292,MLN120B,TRAMETINIB,0.8,0.0,-3.6326026751064555,2.0106488878177045,[0.00411523],[0.00046757],,,,,greater_than,equal_to
25,10292,IXABEPOLONE,TRAMETINIB,0.8,-2.385606273598312,-3.633802998649206,,,,,,,,equal_to,equal_to
26,10292,I-BET762,TRAMETINIB,0.8,0.0,-3.6326026751064555,3.310243863728275,[0.00411523],[0.0007704],,,,,greater_than,equal_to
27,10292,NILOTINIB,TRAMETINIB,0.8,0.0,-3.6326026751064555,3.310478652440398,[0.00435002],[0.0007704],,,,,greater_than,equal_to
28,10292,GLESATINIB,TRAMETINIB,0.8,0.0,-3.6326026751064555,0.5646325799966865,[0.0045982],[0.0001305],0.004598199316354362,0.06239479277342865,0.00012345679012345698,0.00013050045148714826,equal_to,equal_to
29,10292,BGB324,TRAMETINIB,0.8,0.0,-3.6326026751064555,,,,,,,,greater_than,equal_to
30,10292,AXITINIB,TRAMETINIB,0.8,0.0,-3.6326026751064555,,,,,,,,greater_than,equal_to
31,10292,SGX-523,TRAMETINIB,0.8,0.0,-3.6326026751064555,,,,,,,,greater_than,equal_to
32,10292,GILTERITINIB,TRAMETINIB,0.8,0.0,-3.6326026751064555,,,,,,,,greater_than,equal_to
33,10292,GDC-0032,TRAMETINIB,0.8,-2.3564960550166965,-3.6326026751064555,,,,,,,,equal_to,equal_to
34,10326,HESPERIDIN,TRAMETINIB,0.8,0.0,-0.5957841119466751,0.5076375770232694,[0.3893592],[0.03],0.38935919727205426,0.9460257701531022,0.0034461721240554985,0.029999999999999995,greater_than,equal_to
35,10326,AZD4547,TRAMETINIB,0.8,0.0,-0.6461977007422135,,,,,,,,greater_than,equal_to
36,10326,NVP-ADW742,TRAMETINIB,0.8,0.0,-0.7926371729578232,0.3558307135729648,[0.18927315],[0.02684894],0.17905727668139715,0.9460257701531022,0.001978639316453216,0.029999999999999995,greater_than,equal_to
37,10326,GSK-690693,TRAMETINIB,0.8,-0.04294950282533485,-0.5729779646344086,0.08088657367354135,[0.03582432],[0.01105032],0.014744345089438246,0.89496475779377,0.00013050045148714826,0.029999999999999995,equal_to,equal_to
38,10326,CRIZOTINIB,TRAMETINIB,0.8,0.0,-0.8778601444931375,0.0875284304780658,[0.00411523],[0.01105032],0.00411522633744856,0.89496475779377,0.007089219036103882,0.029999999999999995,greater_than,equal_to
39,10326,GEFITINIB,TRAMETINIB,0.8,-1.2192886635414457,-0.57537861171991,0.1849236914118001,[0.00435002],[0.03],0.0043500150495716025,0.049975852873854136,0.00012345679012345698,0.029999999999999995,equal_to,equal_to
40,10326,FULVESTRANT,TRAMETINIB,0.8,0.0,-0.5741782881771593,,,,,,,,greater_than,equal_to
41,10336,HESPERIDIN,TRAMETINIB,0.8,0.0,1.0174507295105362,0.07657708579344236,[0.07369524],[0.03],0.0736952414130389,0.32965475059723487,0.022731918451460855,0.029999999999999995,greater_than,greater_than
42,10336,AZD4547,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
43,10336,NVP-ADW742,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
44,10336,GSK-690693,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
45,10336,CRIZOTINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
46,10336,GEFITINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
47,10336,FULVESTRANT,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
48,10336,MLN120B,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,equal_to,greater_than
49,10336,IXABEPOLONE,TRAMETINIB,0.8,0.0,1.0174507295105362,0.004506226857300835,[0.00411523],[0.00407032],0.00411522633744856,0.015585563897537446,0.004070315411662183,0.02684894273381311,greater_than,greater_than
50,10336,I-BET762,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
51,10336,NILOTINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,0.45988937456392626,[0.45987684],[0.0001305],0.459876838497501,0.9460257701531022,0.00013050045148714826,0.0014183533411213799,greater_than,greater_than
52,10336,GLESATINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
53,10336,BGB324,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
54,10336,AXITINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
55,10336,SGX-523,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
56,10336,GILTERITINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
57,10336,GDC-0032,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
58,20003,HESPERIDIN,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005964044762792152,[0.00411523],[0.0192462],0.00411522633744856,0.9460257701531022,0.014583434817734687,0.025399791727552086,greater_than,equal_to
59,20003,AZD4547,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005864256212157479,[0.00411523],[0.0182074],0.00411522633744856,0.9460257701531022,0.01820740099571985,0.028380773104593048,greater_than,equal_to
60,20003,NVP-ADW742,TRAMETINIB,0.8,0.0,1.0174507295105362,0.006997070717852018,[0.00411523],[0.03],0.00411522633744856,0.8009619176928615,0.008373162007167896,0.029999999999999995,greater_than,equal_to
61,20003,GSK-690693,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005915335147764538,[0.00435002],[0.01629498],0.0043500150495716025,0.89496475779377,0.00221085724239117,0.029999999999999995,greater_than,equal_to
62,20003,CRIZOTINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005923492799056093,[0.0045982],[0.01379631],0.004598199316354362,0.9460257701531022,0.010453882790440827,0.01820740099571985,greater_than,equal_to
63,20003,GEFITINIB,TRAMETINIB,0.8,-0.1727524446974575,1.0174507295105362,0.007129780706139545,[0.00411523],[0.01045388],0.00411522633744856,0.574155684982074,0.00014581630209535017,0.01379630515492502,equal_to,equal_to
64,20003,FULVESTRANT,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005207671093260577,[0.0045982],[0.0063446],0.004598199316354362,0.8466597242517359,0.006344601197593701,0.014583434817734687,equal_to,equal_to
65,20003,MLN120B,TRAMETINIB,0.8,0.0,1.0174507295105362,0.0062988880522862984,[0.00411523],[0.02273192],0.00411522633744856,0.9460257701531022,0.015415473106376948,0.024028857530785853,greater_than,equal_to
66,20003,IXABEPOLONE,TRAMETINIB,0.8,0.0,1.0174507295105362,,,,,,,,greater_than,equal_to
67,20003,I-BET762,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005301317298200378,[0.00411523],[0.01234721],0.00411522633744856,0.7577306150486957,0.012347206901426426,0.029999999999999995,greater_than,equal_to
68,20003,NILOTINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,0.005065240027930505,[0.00411523],[0.00988964],0.00411522633744856,0.9460257701531022,0.009889642517917045,0.024028857530785853,greater_than,equal_to
69,20003,GLESATINIB,TRAMETINIB,0.8,-0.27678568487437927,1.0174507295105362,0.872394808325106,[0.45987684],[0.02684894],0.459876838497501,0.5138491035458981,0.019246199807826794,0.029999999999999995,equal_to,equal_to
70,20003,BGB324,TRAMETINIB,0.8,0.0,1.0174507295105362,0.006261449725727293,[0.00486054],[0.01458343],0.004860543403178332,0.02298273722084429,0.014583434817734687,0.029999999999999995,greater_than,equal_to
71,20003,AXITINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,0.19215499351715373,[0.18927315],[0.03],0.18927314913675028,0.9460257701531022,0.0043025417912278,0.029999999999999995,greater_than,equal_to
72,20003,SGX-523,TRAMETINIB,0.8,0.0,1.0174507295105362,0.07259944189479237,[0.0697176],[0.03],0.06971759751438891,0.9460257701531022,0.003642788846542499,0.029999999999999995,greater_than,equal_to
73,20003,GILTERITINIB,TRAMETINIB,0.8,0.0,1.0174507295105362,0.20279817352502824,[0.20007187],[0.02838077],0.20007187447559568,0.8466597242517359,0.01629498222218846,0.029999999999999995,greater_than,equal_to
74,20003,GDC-0032,TRAMETINIB,0.8,-0.4151785273115687,1.0174507295105362,0.01137465964623573,[0.00435002],[0.00061706],0.0043500150495716025,0.17905727668139715,0.00012345679012345698,0.000617062195508724,equal_to,equal_to
